OBJECTID,PUBLIC_NAME,PARENT_NAME,OFFICIAL_NAME,LABEL,ALIAS,DPP_ASSET_ID,ADDRESS_911,ZIP_CODE,ADDRESS_BRT,ALIAS_ADDRESS,BLD_CLASSIFICATION,BLD_TYPE,HISTORIC,BLD_ACCESS,FLOOR_COUNT,INTERIOR_SQUARE_FOOTAGE,PPR_DISTRICT,PPR_OPS_DISTRICT,COUNCIL_DISTRICT,POLICE_DISTRICT,PROGRAM_SITES,COMMENTS,Shape__Area,Shape__Length
504,William (Billy) Gambrel Recreation Center,William (Billy) Gambrel Playground,William (Billy) Gambrel Recreation Center,Gambrel Rec Center,White Hall Commons,10,1900 WAKELING ST,19124,1900 WAKELING ST,4950 DITMAN ST,BUILDING,RECREATION_BUILDING,N,PUBLIC,0,8988,5,2,7,15,Y, ,1467.02734375,166.204624793475
505,Frank S Nelson Jr Memorial Recreation Center,Frank S Nelson Jr Memorial Recreation Center,"Frank S. Nelson, Jr. Memorial Recreation Center",Nelson Rec Center,,763,2528 N 03RD ST,19133,2500-34 N 3RD ST,"2500-34 N 03RD ST, 3rd & Cumberland",BUILDING,RECREATION_BUILDING,N,PUBLIC,0,1370,6,6,7,26,Y, ,315.64453125,78.1278835954851
506,Northern Maintenance Headquarters,Wissinoming Park, ,, ,544,5747 FRANKFORD AVE,19135,5801 FRANKFORD AVE,"5801 FRANKFORD AVE;Frankford & Comly;5773 FRANKFORD AVE;4043 E CHELTENHAM AVE",BUILDING,OFFICE,N,STAFF_ONLY,2,1866,2,2,6,15,N, ,1092.85546875,156.930356435378
507,Penrose Memorial Recreation Center,Penrose Memorial Playground,Penrose Memorial Recreation Center,Penrose Rec Center, ,1190,1101 W SUSQUEHANNA AVE,19133,1101 W SUSQUEHANNA AVE,12th & Susquehanna,BUILDING,RECREATION_BUILDING,N,PUBLIC,2,897,6,6,5,22,Y,Inquiries go to PPR District 10 Administration,768.73046875,139.718497623257
508,Warehouse (Sedgely),Sedgely and Fletcher Warehouse, ,Warehouse (Sedgely),"Sedgley Storeroom;Maintenance Warehouse",3103,2528 W SEDGLEY AVE,19132,2528-34 W SEDGLEY AVE,"W Sedgley Ave & N 26th St;2528-34 W SEDGLEY AVE",BUILDING,OPERATIONS,N,STAFF_ONLY,0,16000,6,6,5,22,N,School District leases portion of building to PPR.,2215.12890625,226.631438098488
509,Burholme Batting Cage Shelter,Burholme Park Driving Range, , ,Burholme Family Fun Center,2834,401 W COTTMAN AVE,19111,7370 CENTRAL AVE,"Cottman & Central;7370 CENTRAL AVE",STRUCTURE,GOLF,N,STAFF_ONLY,0,0,1,1,10,2,N,Located within Burholme Park,89.79296875,40.7039884859422
510,Boat House,Glen Foerd on the Delaware, , , ,3085,5001 GRANT AVE,19114,5001 GRANT AVE,"5199 GRANT AVE;9699 MILNOR ST",BUILDING,OPERATIONS,N,CONDITIONAL,2,0,1,1,6,8,N,Fully rebuilt in the 1980s.,135.99609375,51.2167633383393
511,Skyline Stage Tent,Mann Center for the Performing Arts, , ,"The Mann Center;Robin Hood Dell West",3440,5396 N GEORGES HILL DR,19131, ,"5038 AVENUE OF THE REPUBLIC;5201 PARKSIDE AVE",STRUCTURE,PERFORMANCE_VENUE,N,CONDITIONAL,0,0,7,5,4,19,N,Located in West Fairmount Park,1017.89453125,153.669415120649
512,Mann East Restrooms,Mann Center for the Performing Arts, , ,"The Mann Center;Robin Hood Dell West",3442,5038 AVENUE OF THE REPUBLIC,19131, ,"5201 PARKSIDE AVE;5396 N GEORGES HILL DR",BUILDING,COMFORT_STATION,N,CONDITIONAL,1,0,7,5,4,19,N,"Located in West Fairmount Park; Restroom Building",361.5390625,78.5982999171092
513,Storage Shelter,Mann Center for the Performing Arts, , ,"The Mann Center;Robin Hood Dell West",3441,5038 AVENUE OF THE REPUBLIC,19131, ,"5201 PARKSIDE AVE;5396 N GEORGES HILL DR",STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,7,5,4,19,N,"Located in West Fairmount Park; Fenced Storage Shelter",42.09375,27.3193926558168
514,Venice Island Performing Arts and Recreation Center,Venice Island Performing Arts and Recreation Center,Venice Island Performing Arts and Recreation Center,Venice Island Rec Center,,3392,25 LOCK ST,19127,"7 LOCK ST, 25 LOCK ST, 1 RECTOR ST","SCHUYLKILL and COTTON; 7 Lock St; 1 RECTOR ST",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,0,4,4,4,5,Y, ,1613.5859375,195.66135891184
515,Waterloo Recreation Center,Waterloo Playground,Waterloo Recreation Center,Waterloo Rec Center, ,633,2501 WATERLOO ST,19133,2502-12 N HOWARD ST,"2502-12 N HOWARD ST, Waterloo & Cumberland",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,1015,6,6,7,26,Y, ,224.51171875,60.8877346122667
516,Clayborne and Lewis Recreation Center,Clayborne and Lewis Playground,Clayborne and Lewis Recreation Center,Clayborne and Lewis Rec Center, ,21,1101 N 38th ST,19104,1101 N 38TH ST,"38th & Poplar, 3800 POPLAR ST",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,1047,7,8,3,16,Y, ,297.23046875,87.6434945300704
517,Nelson M Herron Recreation Center,Nelson M Herron Playground and Recreation Center,Nelson M. Herron Recreation Center,Herron Rec Center, ,153,1322 S 02ND ST,19147,"1322 S 02ND ST, 213 REED ST","213 REED ST, American & Reed",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,620,10,7,1,3,Y, ,350.36328125,86.3205834342296
518,Charles A Baker Recreation Center,Charles A Baker Playground,Charles A. Baker Recreation Center,Baker Rec Center, ,361,5433 LANSDOWNE AVE,19131,5431-43 LANSDOWNE AVE,"5431-43 LANSDOWNE AVE, Conestoga & Lansdowne;1600 N CONESTOGA ST",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,505,8,8,4,19,Y, ,142.05078125,47.6827813438695
519,Shelter,Charles A Baker Playground, , , ,0,5433 LANSDOWNE AVE,19131,5431-43 LANSDOWNE AVE,"5431-43 LANSDOWNE AVE, Conestoga & Lansdowne;1600 N CONESTOGA ST",STRUCTURE,OTHER,N,PUBLIC,0,0,8,8,4,19,N, ,39.77734375,25.2292204462934
520,District Office (Frankford Boat Launch),Frankford Boat Launch, ,District Office (Frankford),"PA Fish & Boat,Frankford Arsenal Boat Launch",3506,5625 TACONY ST,19137,5625 TACONY ST,5650 Tacony St,BUILDING,OPERATIONS,N,STAFF_ONLY,1,0,2,2,6,15,N,PPR Tree Crew Offices (formerly located in Rising Sun Office),683.4609375,119.084955423758
521,Dugout,Franklin Delano Roosevelt Park, , ,"Richie Ashburn Field 1;Ashburn Field West Visitors Dugout",748,1480 FDR PARK DR,19145,3500 S BROAD ST,"3500 S BROAD ST;1800 PATTISON AVE",STRUCTURE,ATHLETIC,N,PUBLIC,0,0,9,7,2,1,N, ,73.734375,42.5943272868725
522,Dugout,Franklin Delano Roosevelt Park, , ,"Richie Ashburn Field 2;Ashburn Field East Visitors Dugout",748,1480 FDR PARK DR,19145,3500 S BROAD ST,"3500 S BROAD ST;1800 PATTISON AVE",STRUCTURE,ATHLETIC,N,PUBLIC,0,0,9,7,2,1,N, ,99.1796875,49.6290182127139
523,Dugout,Franklin Delano Roosevelt Park, , ,"Richie Ashburn Field 2; Ashburn Field East Home Dugout",748,1480 FDR PARK DR,19145,3500 S BROAD ST,"3500 S BROAD ST;1800 PATTISON AVE",STRUCTURE,ATHLETIC,N,PUBLIC,0,0,9,7,2,1,N, ,97.93359375,49.2281063512211
524,Announcers Booth,Franklin Delano Roosevelt Park, , ,"Richie Ashburn Field 1;Ashburn Field West Announcers Booth",0,1480 FDR PARK DR,19145,3500 S BROAD ST,"3500 S BROAD ST;1800 PATTISON AVE",BUILDING,ATHLETIC,N,CONDITIONAL,0,0,9,7,2,1,N, ,46.07421875,27.5237647401946
525,Announcers Booth,Franklin Delano Roosevelt Park, , ,"Richie Ashburn Field 2;Ashburn Field East Announcers Booth",0,1480 FDR PARK DR,19145,3500 S BROAD ST,"3500 S BROAD ST;1800 PATTISON AVE",BUILDING,ATHLETIC,N,CONDITIONAL,0,0,9,7,2,1,N, ,50.359375,28.6568409089238
526,Boy Scout Building,Benjamin Franklin Parkway,,Boy Scout,"Former BSA Building, Winter Street Building",3516,233 N 22ND ST,19103,231-51 N 22ND ST,"231-51 N 22ND ST; 2130 WINTER ST; 231 N 22ND ST, UNIT 231-251",BUILDING,OPERATIONS,Y,STAFF_ONLY,3,0,7,5,5,9,N,"Boy Scouts have vacated the building, currently a PPR staff building.",1066.33203125,140.111113241829
527,Georgie Woods Pavilion,Dell Music Center,Georgie Woods Pavilion,,,0,3101 STRAWBERRY MANSION DR,19132,2500 SPRING GARDEN ST,"3501 STRWBRRY MN. BR DR, Ridge & Huntingdon;3300 W Huntington;2400 Strawberry Mansion Dr",STRUCTURE,OTHER,N,CONDITIONAL,0,0,7,5,4,22,N,Located in East Fairmount Park. ,214.00390625,59.5801066160233
528,Sankofa Farm Shed,Bartrams Garden, , ,"Bartram's Homestead;Sankofa Community Farm",0,5400 LINDBERGH BLVD,19143,2901 S 56TH ST,"5443 Bartram Rd, 5400 LINDBERGH BLVD, 57th & Schuylkill River",BUILDING,OPERATIONS,N,CONDITIONAL,0,0,9,8,3,12,N, ,81.88671875,36.7737649402622
529,Garden Greenhouse 1,Bartrams Garden, , ,"Bartram's Homestead;Sankofa Community Farm",0,2999 S 56TH ST,19143,2901 S 56TH ST,"5443 Bartram Rd, 5400 LINDBERGH BLVD, 57th & Schuylkill River",STRUCTURE,GREENHOUSE,N,CONDITIONAL,0,0,9,8,3,12,N, ,237.859375,63.3332412600118
530,Garden Greenhouse 2,Bartrams Garden, , ,"Bartram's Homestead;Sankofa Community Farm",0,5400 LINDBERGH BLVD,19143,2901 S 56TH ST,"5443 Bartram Rd, 5400 LINDBERGH BLVD, 57th & Schuylkill River",STRUCTURE,GREENHOUSE,N,STAFF_ONLY,0,0,9,8,3,12,N, ,271.31640625,66.3502212654359
531,Garden Greenhouse 3,Bartrams Garden, , ,"Bartram's Homestead;Sankofa Community Farm",0,5400 LINDBERGH BLVD,19143,2901 S 56TH ST,"5443 Bartram Rd, 5400 LINDBERGH BLVD, 57th & Schuylkill River",STRUCTURE,GREENHOUSE,N,STAFF_ONLY,0,0,9,8,3,12,N, ,292.7578125,72.2380097070395
532,Shed,Joseph F Vogt Playground, , , ,0,4351 UNRUH AVE,19135,4131 UNRUH AVE,"4131 UNRUH AVE;4240 KNORR ST",STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,2,2,6,15,N, ,53.1328125,33.1855913796674
533,Charles A Russo Recreation Center,Charles A Russo Playground,Charles A. Russo Recreation Center,Russo Rec Center,Tacony Park,3527,7301 TORRESDALE AVE,19136,7301 TORRESDALE AVE,"7321 TORRESDALE AVE;Torresdale & Cottman;7370 EDMUND ST;7352 EDMUND ST",BUILDING,RECREATION_BUILDING,N,PUBLIC,0,1024,2,1,6,15,Y, ,389.77734375,89.9846230992535
534,Concession Stand/Storage,William A Lackman Memorial Playground, , ,,99999,1165 BARTLETT ST,19115,800 BARTLETT ST,"800 BARTLETT ST;1101 BARTLETT ST;1151 BARTLETT ST;Chesworth & Bartlett",BUILDING,CONCESSIONS,N,CONDITIONAL,0,0,1,1,10,7,N,Concession Stand as well as storage garage for field maintenance,88.5859375,39.407855041741
535,Storage Shed,William (Billy) Gambrel Playground, , ,White Hall Commons,0,1900 WAKELING ST,19124,1900 WAKELING ST,4950 DITMAN ST,BUILDING,OPERATIONS,N,STAFF_ONLY,0,0,5,2,7,15,N, ,35.46484375,23.9908230206002
536,Storage Shed,William (Billy) Gambrel Playground, , ,White Hall Commons,0,1900 WAKELING ST,19124,1900 WAKELING ST,4950 DITMAN ST,BUILDING,OPERATIONS,N,STAFF_ONLY,0,0,5,2,7,15,N, ,60.265625,33.7616925329417
537,Announcers Booth,William (Billy) Gambrel Playground, , ,White Hall Commons,0,1900 WAKELING ST,19124,1900 WAKELING ST,4950 DITMAN ST,BUILDING,ATHLETIC,N,PUBLIC,0,0,5,2,7,15,N, ,23.30078125,19.3089202497641
538,Shed,George C Pelbano Playground, , ,Rhawnhurst Raiders Athletic Association,3532,2138 SOLLY AVE,19152,8101 BUSTLETON AVE,"8101 BUSTLETON AVE, Bustleton & Solly; 2124 SOLLY AVE",STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,1,1,10,7,N,Storage shed just north of the sprinkler.,22.36328125,19.0199901834949
539,Joseph A Ferko Recreation Center,Joseph A Ferko Playground,Joseph A. Ferko Recreation Center,Ferko Rec Center,Juniata Park,848,1101 E CAYUGA ST,19124,1101 E CAYUGA ST,J & Cayuga,BUILDING,RECREATION_BUILDING,N,PUBLIC,1,1771,3,3,7,24,Y,Located in Tacony Creek Park,1253.33203125,229.843026600744
540,Announcers Booth,Elizabeth M Picariello Playground, , , ,0,10815 CALERA RD,19154,3325 RED LION RD,"3325 RED LION RD;10801 CALERA RD;Red Lion & Calera",STRUCTURE,ATHLETIC,N,PUBLIC,0,0,1,1,10,8,N,Elevated announcers booth,13.84765625,14.934150428215
541,Shed,Elizabeth M Picariello Playground, , , ,0,10815 CALERA RD,19154,3325 RED LION RD,"3325 RED LION RD;10801 CALERA RD;Red Lion & Calera",BUILDING,OPERATIONS,N,STAFF_ONLY,0,0,1,1,10,8,N, ,21.51171875,18.6160032388976
542,Concession Stand,Elizabeth M Picariello Playground, , , ,0,10815 CALERA RD,19154,3325 RED LION RD,"3325 RED LION RD;10801 CALERA RD;Red Lion & Calera",BUILDING,CONCESSIONS,N,PUBLIC,0,0,1,1,10,8,N, ,207.27734375,66.1981462634381
543,Shed,Elizabeth M Picariello Playground, , , ,0,10815 CALERA RD,19154,3325 RED LION RD,"3325 RED LION RD;10801 CALERA RD;Red Lion & Calera",BUILDING,OPERATIONS,N,STAFF_ONLY,0,0,1,1,10,8,N, ,11.55859375,13.9698941546661
544,Dugout,Elizabeth M Picariello Playground, , , ,0,10815 CALERA RD,19154,3325 RED LION RD,"3325 RED LION RD;10801 CALERA RD;Red Lion & Calera",STRUCTURE,ATHLETIC,N,PUBLIC,0,0,1,1,10,8,N, ,42.54296875,31.5598121481825
545,Dugout,Elizabeth M Picariello Playground, , , ,0,10815 CALERA RD,19154,3325 RED LION RD,"3325 RED LION RD;10801 CALERA RD;Red Lion & Calera",STRUCTURE,ATHLETIC,N,PUBLIC,0,0,1,1,10,8,N, ,36.625,30.286453361462
546,Shed,Elizabeth M Picariello Playground, , , ,0,10815 CALERA RD,19154,3325 RED LION RD,"3325 RED LION RD;10801 CALERA RD;Red Lion & Calera",BUILDING,OPERATIONS,N,STAFF_ONLY,0,0,1,1,10,8,Y,PPR leases land from School District,37.6640625,25.667188511316
547,Dugout,Elizabeth M Picariello Playground, , , ,0,10815 CALERA RD,19154,3325 RED LION RD,"3325 RED LION RD;10801 CALERA RD;Red Lion & Calera",STRUCTURE,ATHLETIC,N,PUBLIC,0,0,1,1,10,8,N, ,29.265625,29.7738719652494
548,Dugout,Elizabeth M Picariello Playground, , , ,0,10815 CALERA RD,19154,3325 RED LION RD,"3325 RED LION RD;10801 CALERA RD;Red Lion & Calera",STRUCTURE,ATHLETIC,N,PUBLIC,0,0,1,1,10,8,N, ,27.5859375,30.4083768755806
549,Pool Building,W Freeland Kendrick Recreation Center, , , ,0,5890 RIDGE AVE,19128,5822-24 RIDGE AVE,"5822-24 RIDGE AVE, Ridge & Pensdale",BUILDING,OPERATIONS,N,STAFF_ONLY,0,0,4,4,4,5,N, ,131.43359375,63.4925459879948
550,Carousel Booth,Franklin Square, , , ,0,200 N 06TH ST,19106,200 N 6TH ST,6th & Race,STRUCTURE,CONCESSIONS,N,STAFF_ONLY,0,0,10,5,1,6,N, ,4.94921875,9.08664526768138
551,Mini Golf Building (West),Franklin Square, , , ,3447,200 N 06TH ST,19106,200 N 6TH ST,6th & Race,BUILDING,CONCESSIONS,N,CONDITIONAL,1,0,10,5,1,6,N, ,99.7578125,41.2729122154502
552,Mini Golf Building (East),Franklin Square, , , ,3447,200 N 06TH ST,19106,200 N 6TH ST,6th & Race,BUILDING,CONCESSIONS,N,CONDITIONAL,1,0,10,5,1,6,N, ,99.48828125,41.4174689271423
553,Franklin Square Pavilion,Franklin Square, , ,The Pavillion in Franklin Square,3550,200 N 06TH ST,19106,200 N 6TH ST,6th & Race,BUILDING,CONCESSIONS,N,PUBLIC,0,0,10,5,1,6,N, ,327.01953125,72.3356313535131
554,Shed,Franklin Square, , , ,0,200 N 06TH ST,19106,200 N 6TH ST,6th & Race,STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,10,5,1,6,N, ,18.3515625,17.4449427949744
555,SquareBurger,Franklin Square,SquareBurger,SquareBurger, ,3552,200 N 06TH ST,19106,200 N 6TH ST,6th & Race,BUILDING,CONCESSIONS,N,PUBLIC,1,0,10,5,1,6,N, ,99.53515625,41.1759168884662
556,McPherson Library,McPherson Square, ,Library, ,577,601 E INDIANA AVE,19134,601 E INDIANA AVE,Kensington & Indiana,BUILDING,LIBRARY,Y,PUBLIC,0,9815,5,3,7,24,N,Constructed through Carnegie Funds,1067.09765625,165.978942113374
557,Pavilion,Malcolm X Memorial Park, , ,Black Oak Park,0,5100 PINE ST,19143,5100 PINE ST,51st & Pine,STRUCTURE,OTHER,N,PUBLIC,0,0,8,8,3,18,N, ,261.38671875,58.8699734859322
558,Maintenance Building,Malcolm X Memorial Park, , ,Black Oak Park,0,5100 PINE ST,19143,5100 PINE ST,51st & Pine,BUILDING,OPERATIONS,N,STAFF_ONLY,0,0,8,8,3,18,N, ,133.67578125,48.4947675255734
559,Shed,Carroll Park, , , ,0,5801 W GIRARD AVE,19131,5801 W GIRARD AVE,58th & Girard,BUILDING,OPERATIONS,N,STAFF_ONLY,0,0,8,8,4,19,N, ,44.62890625,27.972576612219
560,Barnes Foundation Museum,Barnes Foundation Museum,Barnes Foundation Museum,Barnes,,3556,310 N 20TH ST,19130,2025L BEN FRANKLIN PKWY,"2025L BEN FRANKLIN PKWY; 2051 BENJAMIN FRANKLIN PKY",BUILDING,MUSEUM,N,CONDITIONAL,4,0,7,5,5,9,N,Located on the Benjamin Franklin Parkway.,6274.61328125,382.90753504608
561,Stands Office,11th and Cecil B Moore Playground, , , ,3557,1737 N 11TH ST,19122,1001-33 CECIL B MOORE AVE,"1001-33 CECIL B MOORE AVE;1701 N 11TH ST",STRUCTURE,ATHLETIC,N,CONDITIONAL,0,1545,10,6,5,22,N, ,539.47265625,107.162529281729
562,Storage Building,Stephen E Fotteral Square, , ,Fotteral Square,0,2400 N 11TH ST,19133,2400 N 11TH ST,11th & York,BUILDING,OPERATIONS,N,STAFF_ONLY,0,0,6,6,5,22,N, ,20.51953125,18.1659123165221
563,Lardners Point Park Restrooms,Lardners Point Park, , , ,0,5202 LEVICK ST,19135,6301 MILNOR ST, ,BUILDING,COMFORT_STATION,N,PUBLIC,0,0,2,2,6,15,N, ,45.1953125,27.1556741681003
564,Pool Building,Frederick Cione Playground, , ,Aramingo Sqaure,0,2600 ARAMINGO AVE,19125,2600 ARAMINGO AVE,"Aramingo & Lehigh, 2610 ARAMINGO AVE",BUILDING,OPERATIONS,N,STAFF_ONLY,0,0,5,2,1,26,N, ,153.67578125,51.0917699625194
565,Belfield Playground Building,Belfield Recreation Center, , , ,0,2109 W CHEW AVE,19138,2109 W CHEW AVE,21st & Chew,BUILDING,OPERATIONS,N,STAFF_ONLY,0,0,4,4,8,35,N,Operations support building next to playground on site.,157.69140625,50.2592144444287
566,Shed,Overington Park, , ,Oaklands,0,4600 LEIPER ST,19124,4600 LEIPER ST,Orthodox & Leiper,STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,3,3,7,15,N, ,27.79296875,21.1651103896908
567,Storage,Commodore John Barry Playground, , , ,0,2838 S 18TH ST,19145,1800 JOHNSTON ST,"1800 JOHNSTON ST, 18th & Bigler",BUILDING,OPERATIONS,N,STAFF_ONLY,0,0,9,7,2,1,N, ,94.578125,46.2385911861611
568,Dugout,Commodore John Barry Playground, , ,Commodore John Barry Playground Dugout 1,0,2838 S 18TH ST,19145,1800 JOHNSTON ST,"1800 JOHNSTON ST, 18th & Bigler",STRUCTURE,ATHLETIC,N,PUBLIC,0,0,9,7,2,1,N, ,20.5,21.6468016443343
569,Dugout,Commodore John Barry Playground, , ,Commodore John Barry Playground Dugout 2,0,2838 S 18TH ST,19145,1800 JOHNSTON ST,"1800 JOHNSTON ST, 18th & Bigler",STRUCTURE,ATHLETIC,N,PUBLIC,0,0,9,7,2,1,N, ,20.296875,21.4316975244675
570,Concessions,Commodore John Barry Playground, , ,Commodore John Barry Concession Stand,0,2838 S 18TH ST,19145,1800 JOHNSTON ST,"1800 JOHNSTON ST, 18th & Bigler",STRUCTURE,CONCESSIONS,N,PUBLIC,0,0,9,7,2,1,N, ,103.953125,57.9183152646598
571,Dugout,Commodore John Barry Playground, , ,Commodore John Barry Playground Dugout 3,0,2838 S 18TH ST,19145,1800 JOHNSTON ST,"1800 JOHNSTON ST, 18th & Bigler",STRUCTURE,ATHLETIC,N,PUBLIC,0,0,9,7,2,1,N, ,25.3984375,22.6899988970705
572,Announcers Booth,Commodore John Barry Playground, , , ,0,2838 S 18TH ST,19145,1800 JOHNSTON ST,"1800 JOHNSTON ST, 18th & Bigler",BUILDING,ATHLETIC,N,CONDITIONAL,1,0,9,7,2,1,N,Elevated announcer's booth,28.71484375,23.238706489219
573,Pool Building,Commodore John Barry Playground, , ,Commodore John Barry Playground Pool Building,0,2838 S 18TH ST,19145,1800 JOHNSTON ST,"1800 JOHNSTON ST, 18th & Bigler",BUILDING,OPERATIONS,N,STAFF_ONLY,0,0,9,7,2,1,N, ,22.6640625,19.238836126199
574,Pool Building,Marie Dendy Recreation Center, , ,Schwartz,0,962 W OXFORD ST,19122,1501-39 N 10TH ST,"1501-39 N 10TH ST;10th & Oxford;1515 N 10TH ST",STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,10,6,5,26,N, ,35.64453125,25.9638689359051
575,Shed,Dan Shissler Recreation Center, , ,Kensington Recreation Center,0,1826 BLAIR ST,19125,1800-56 BLAIR ST,"1800-56 BLAIR ST, 1800 BLAIR ST, Blair & Berks",STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,5,2,7,26,N, ,20.9609375,18.371736818464
576,Shed,Solomon Sacks Playground, , , ,0,400 WASHINGTON AVE,19147,400 WASHINGTON AVE,4th & Washington,STRUCTURE,ATHLETIC,N,STAFF_ONLY,0,0,10,7,1,3,N, ,20.1328125,18.3568227573734
577,Ryan Howard Training Center,Marian Anderson Recreation Center,The Ryan Howard Training Center,R Howard Training Center,Phillies Urban Youth Academy,2451,756 S 17TH ST,19146,740 S 17TH ST,"740 S 17TH ST, 740-44 S 17TH ST;776 S 17TH ST",BUILDING,ATHLETIC,N,PUBLIC,0,0,7,7,2,17,N, ,1181.359375,146.684613377753
578,Storage Shed,Lindbergh Park, , ,"Carboni Ball Field;63rd & Lindbergh Park",3575,2800 S 63RD ST,19142,2800 S 63RD ST,63rd & Eastwick,STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,9,8,3,12,N,On the field,23.2734375,19.5664038889988
579,Storage Building,Lindbergh Park, , ,"Carboni Ball Field;63rd & Lindbergh Park",3576,2800 S 63RD ST,19142,2800 S 63RD ST,63rd & Eastwick,BUILDING,OPERATIONS,N,STAFF_ONLY,1,0,9,8,3,12,N,Just outside the fence for field.,29.37890625,20.6659724254398
580,Restrooms,Campbell Square, , ,Allegheny Square,0,2525 E ALLEGHENY AVE,19134,2525 E ALLEGHENY AVE,Allegheny & Belgrade,BUILDING,COMFORT_STATION,N,PUBLIC,0,0,5,2,6,24,N, ,33.7421875,23.4946047223366
581,Gazebo,Woodside Park, , ,"Wynnefield Heights, Conshohocken-Windermere",0,3918 CONSHOHOCKEN AVE,19131,3910-18 CONSHOHOCKEN AVE,"3910-18 CONSHOHOCKEN AVE, 3910 CONSHOHOCKEN AVE",STRUCTURE,OTHER,N,PUBLIC,0,0,7,8,4,19,N, ,80.90625,33.4844336571556
582,Pavilion,Roberto Clemente Playground, , , ,0,1800 WALLACE ST,19130,1800 WALLACE ST,18th & Wallace,STRUCTURE,OTHER,N,PUBLIC,0,0,7,6,5,9,N, ,28.390625,22.6960192395948
583,Shed,Juniata Park Older Adult Center, , , ,0,1231 E SEDGLEY AVE,19124,1231 E SEDGLEY AVE,1251 E SEDGLEY AVE,BUILDING,OPERATIONS,N,STAFF_ONLY,0,0,5,3,7,24,N, ,40.234375,26.075375748594
584,Maintenance Shed,Dave Dougherty (Hetzell) Field, , ,,0,1301 E COLUMBIA AVE,19125,1301 E COLUMBIA AVE,Thompson St and Columbia Ave,STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,5,2,5,26,N, ,36.58984375,24.3772906059121
585,Pool Building,12th and Cambria Playground, , , ,0,2900 N 12TH ST,19133,"1149 W CAMBRIA ST, 1127-33 W CAMBRIA ST, 1135-41 W CAMBRIA ST, 2900-30 N 11TH ST","1149 W CAMBRIA ST, 1127-33 W CAMBRIA ST, 1135-41 W CAMBRIA ST, 2900-30 N 11TH ST, 2915 N 12TH ST",STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,6,3,5,25,N, ,18.52734375,17.472402705507
586,South Philadelphia Community Health and Literacy Center,A Giuseppe DiSilvestro Playground,South Philadelphia Community Health and Literacy Center,S Phil Comm Health Center, ,961,1700 S BROAD ST,19145,1700 S BROAD ST,"1701 S 15TH ST, Broad & Morris",BUILDING,RECREATION_BUILDING,N,PUBLIC,5,12000,9,7,2,17,Y,"PPR has a few rooms in building, does NOT maintain whole building.",5970.41015625,337.338560058421
587,Pool Building,Penrose Memorial Playground, , , ,0,1101 W SUSQUEHANNA AVE,19133,1101 W SUSQUEHANNA AVE,12th & Susquehanna,STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,6,6,5,22,N,Inquiries go to PPR District 10 Administration,37.87890625,25.1385971903
588,Pergola,Shevchenko Park, , , ,3586,5301 N BROAD ST,19141,5301 N BROAD ST, ,STRUCTURE,OTHER,N,PUBLIC,0,0,3,3,9,35,N,Sun Shade,53.24609375,38.4009983628278
589,Lovett Memorial Library,Lovett Park, ,Library, ,669,6941 GERMANTOWN AVE,19119,6923-45 GERMANTOWN AVE,6923-45 GERMANTOWN AVE,BUILDING,LIBRARY, ,PUBLIC,0,8087,4,4,8,14,N, ,1747.7421875,213.722130009824
590,Gazebo,Triangle Park, , , ,0,5419 UPLAND WAY,19131,5425R-65 UPLAND WAY,5425R-65 UPLAND WAY,STRUCTURE,OTHER,N,PUBLIC,0,0,8,8,4,19,N, ,39.6875,23.4613483394835
591,Pool Building,Ridgway Park, , ,Ridgway Pool,0,1301 CARPENTER ST,19147,1301 CARPENTER ST,901-23 S Broad St,BUILDING,COMFORT_STATION,N,PUBLIC,0,0,10,7,2,3,N, ,55.515625,46.7786067062477
592,33rd and Wallace Playground Building,33rd and Wallace Playground, ,,Mantua Playground,505,3302 WALLACE ST,19104,3300-26 WALLACE ST,"3300-26 WALLACE ST, Wallace & Mount Vernon",BUILDING,OPERATIONS,N,STAFF_ONLY,1,468,7,8,3,16,Y,Staff/Storage/Restrooms,74.0859375,35.1121032089783
593,Gazebo,Ann P Nichols Park, , , ,0,5430 RACE ST,19139,5430-46 RACE ST,"5430-46 RACE ST, Race & Conestoga",STRUCTURE,OTHER,N,PUBLIC,0,0,8,8,4,19,N, ,98.4921875,36.9486172315891
